id,Umidade,Fluxo,Temperatura,Infravermelho,Estado
1366,20,1,5.8565,1,Funcional
1367,30,0,-116.589,0,Problema encontrado
1368,30,0,47.0239,1,Problema encontrado
1369,0,0,-90.5594,1,Funcional
1370,20,1,36.4841,1,Funcional
1371,20,0,131.3847,0,Problema encontrado
1372,30,1,-72.8197,1,Funcional
1373,30,3,2.5683,1,Funcional
1374,0,0,16.3001,1,Funcional
1375,30,0,49.0105,1,Problema encontrado
1376,-2,1,-1.5983,1,Disfuncional
1377,0,1,-105.4702,0,Funcional
1378,1,0,-81.8888,0,Problema encontrado
1379,30,1,105.9779,1,Problema encontrado
1380,0,0,-48.6408,0,Funcional
1381,20,1,96.1341,0,Problema encontrado
1382,-2,1,-10.3715,0,Disfuncional
1383,0,0,-94.8782,1,Funcional
1384,20,0,100.9966,0,Problema encontrado
1385,0,0,15.4829,0,Funcional
1386,0,1,-7.4756,0,Funcional
1387,0,0,-100.6897,1,Funcional
1388,0,1,81.9477,0,Funcional
1389,30,0,-32.1609,0,Problema encontrado
1390,0,1,84.3134,0,Funcional
1391,0,0,31.9252,0,Funcional
1392,0,1,-87.4646,1,Funcional
1393,0,1,114.1166,0,Problema encontrado
1394,20,0,-19.2212,0,Problema encontrado
1395,1,1,115.8214,0,Problema encontrado
1396,1,1,36.9953,0,Funcional
1397,20,0,21.7384,1,Problema encontrado
1398,0,1,-12.9302,0,Funcional
1399,20,0,56.7112,1,Problema encontrado
1400,0,0,-12.0393,1,Funcional
1401,-2,0,-73.5104,1,Disfuncional
1402,20,0,-64.4699,0,Problema encontrado
1403,30,0,-9.0831,0,Problema encontrado
1404,30,1,34.3148,1,Funcional
1405,-2,1,-1.2155,1,Disfuncional
1406,1,1,-97.9349,0,Funcional
1407,0,0,-120.4952,0,Funcional
1408,30,0,48.9167,1,Problema encontrado
1409,30,1,-3.5703,0,Funcional
1410,0,0,79.1955,0,Funcional
1411,30,0,27.7688,1,Problema encontrado
1412,1,0,18.281,1,Problema encontrado
1413,30,0,43.0171,1,Problema encontrado
1414,0,0,49.8464,0,Funcional
1415,1,1,5.7062,0,Funcional
1416,30,1,-82.9544,0,Funcional
1417,20,1,118.5777,0,Problema encontrado
1418,30,1,89.4402,0,Funcional
1419,0,1,-105.8483,1,Funcional
1420,-2,0,93.9092,1,Disfuncional
1421,-2,1,54.2132,1,Disfuncional
1422,30,1,-95.2522,0,Funcional
1423,30,0,61.2847,1,Problema encontrado
1424,-2,1,-117.9841,1,Disfuncional
1425,-2,3,25.083,1,Disfuncional
1426,-2,0,-112.5661,0,Disfuncional
1427,20,1,132.3889,0,Problema encontrado
1428,-2,0,-84.3502,1,Disfuncional
1429,30,1,0.4696,0,Funcional
1430,20,1,-61.9215,1,Funcional
1431,-2,0,84.3861,1,Disfuncional
1432,0,0,-27.0068,0,Funcional
1433,-2,1,-62.3275,0,Disfuncional
1434,1,0,-38.2143,0,Problema encontrado
1435,0,1,-31.1527,0,Funcional
1436,0,1,-82.1093,1,Funcional
1437,20,3,46.711,1,Funcional
1438,0,0,-13.2076,0,Funcional
1439,1,1,-112.7937,1,Funcional
1440,0,0,132.4769,1,Problema encontrado
1441,20,1,-0.2917,0,Funcional
1442,1,1,138.446,1,Problema encontrado
1443,0,0,-24.7815,1,Funcional
1444,20,1,15.191,1,Funcional
1445,0,1,58.2803,1,Funcional
1446,-2,1,130.7835,1,Disfuncional
1447,-2,0,-36.8762,1,Disfuncional
1448,20,1,60.9629,0,Funcional
1449,0,0,-104.2299,1,Funcional
1450,30,1,-3.4543,1,Funcional
1451,30,1,-111.234,1,Funcional
1452,-2,0,43.2094,1,Disfuncional
1453,30,0,111.8689,1,Problema encontrado
1454,1,0,-101.0167,0,Problema encontrado
1455,-2,0,59.4639,1,Disfuncional
1456,-2,0,124.9996,0,Disfuncional
1457,1,1,-120.7539,1,Funcional
1458,30,0,-116.972,0,Problema encontrado
1459,-2,0,94.2293,1,Disfuncional
1460,-2,0,110.3896,1,Disfuncional
1461,0,0,-14.4264,1,Funcional
1462,30,1,52.0792,0,Funcional
1463,30,0,101.9475,1,Problema encontrado
1464,0,1,-23.6806,0,Funcional
1465,20,1,-39.908,0,Funcional
1466,20,0,16.3466,1,Problema encontrado
1467,30,0,81.9247,1,Problema encontrado
1468,20,0,-104.6818,1,Problema encontrado
1469,0,0,-84.2162,1,Funcional
1470,-2,0,58.1724,1,Disfuncional
1471,20,0,-126.6264,0,Disfuncional
1472,1,1,132.1588,0,Problema encontrado
1473,20,0,101.8419,0,Problema encontrado
1474,30,0,-64.2324,0,Problema encontrado
1475,20,0,42.2517,0,Problema encontrado
1476,0,0,58.9759,1,Funcional
1477,30,1,-89.0888,1,Funcional
1478,0,1,112.9793,0,Problema encontrado
1479,-2,1,72.9987,1,Disfuncional
1480,30,1,59.0466,1,Funcional
1481,30,1,-20.8397,1,Funcional
1482,-2,1,132.1753,1,Disfuncional
1483,1,0,58.6501,1,Problema encontrado
1484,20,1,107.2865,1,Problema encontrado
1485,20,1,-52.9961,0,Funcional
1486,20,0,106.7659,0,Problema encontrado
1487,0,0,34.7745,1,Funcional
1488,20,3,28.5631,0,Funcional
1489,-2,1,-26.5046,0,Disfuncional
1490,0,0,0.6762,1,Funcional
1491,-2,1,-42.8605,1,Disfuncional
1492,1,0,-25.4708,1,Problema encontrado
1493,1,1,-59.3276,0,Funcional
1494,1,0,-114.9285,0,Problema encontrado
1495,1,1,-85.2641,0,Funcional
1496,0,1,138.8046,0,Problema encontrado
1497,0,0,-13.7499,0,Funcional
1498,-2,0,-21.5452,0,Disfuncional
1499,1,0,-81.4059,0,Problema encontrado
1500,-2,0,135.3303,0,Disfuncional
1501,-2,1,54.9055,0,Disfuncional
1502,0,0,131.2784,0,Problema encontrado
1503,0,0,102.8462,0,Problema encontrado
1504,1,0,-73.2579,1,Problema encontrado
1505,20,0,58.5022,0,Problema encontrado
1506,30,0,-35.4217,1,Problema encontrado
1507,20,0,140.555,0,Problema encontrado
1508,1,1,53.5366,1,Funcional
1509,0,0,-79.5348,1,Funcional
1510,0,1,-83.3104,1,Funcional
1511,0,1,-43.4756,0,Funcional
1512,-2,0,-98.2108,1,Disfuncional
1513,1,1,14.0356,0,Funcional
1514,30,1,-69.1587,1,Funcional
1515,20,1,-72.9326,0,Funcional
1516,0,0,40.3938,0,Funcional
1517,30,1,-107.4989,1,Funcional
1518,-2,0,141.8986,0,Disfuncional
1519,-2,1,15.794,1,Disfuncional
1520,-2,1,51.1558,1,Disfuncional
1521,30,0,109.3125,1,Problema encontrado
1522,20,1,32.1037,0,Funcional
1523,20,0,-58.2053,1,Problema encontrado
1524,1,0,-21.2621,1,Problema encontrado
1525,0,0,43.8601,0,Funcional
1526,20,1,101.9556,1,Problema encontrado
1527,-2,1,-15.6606,0,Disfuncional
1528,-2,0,8.2243,1,Disfuncional
1529,1,0,-71.4818,0,Problema encontrado
1530,-2,1,-120.7095,0,Disfuncional
1531,1,0,86.1378,1,Problema encontrado
1532,0,1,8.5457,1,Funcional
1533,0,0,-101.8711,1,Funcional
1534,20,0,-84.253,1,Problema encontrado
1535,0,1,123.2254,1,Problema encontrado
1536,1,1,-66.6632,0,Funcional
1537,0,0,-17.968,0,Funcional
1538,20,1,39.1281,1,Funcional
1539,20,1,110.9544,1,Problema encontrado
1540,20,0,9.5213,1,Problema encontrado
1541,1,1,37.497,0,Funcional
1542,0,3,26.6131,0,Funcional
1543,20,1,-69.1899,0,Funcional
1544,-2,1,108.5045,1,Disfuncional
1545,30,0,44.639,1,Problema encontrado
1546,-2,1,-107.1859,1,Disfuncional
1547,0,1,142.147,1,Problema encontrado
1548,1,0,62.8847,1,Problema encontrado
1549,0,0,-70.849,1,Funcional
1550,-2,0,23.5304,0,Disfuncional
1551,30,1,135.0601,1,Problema encontrado
1552,1,0,98.7898,1,Problema encontrado
1553,30,1,-101.0548,1,Funcional
1554,-2,0,-17.5757,1,Disfuncional
1555,20,1,11.8928,0,Funcional
1556,30,0,134.9073,0,Problema encontrado
1557,20,1,34.1698,0,Funcional
1558,20,0,-32.383,0,Problema encontrado
1559,30,0,73.0001,1,Problema encontrado
1560,-2,0,-61.5542,0,Disfuncional
1561,0,1,53.7099,0,Funcional
1562,0,0,-25.4584,0,Funcional
1563,30,1,125.3138,1,Problema encontrado
1564,20,0,-121.0954,0,Problema encontrado
1565,1,0,-126.6936,0,Disfuncional
1566,20,1,-61.5033,1,Funcional
1567,20,0,-71.6666,0,Problema encontrado
1568,0,0,-101.1929,0,Funcional
1569,-2,1,136.6743,1,Disfuncional
1570,30,0,106.8796,0,Problema encontrado
1571,0,1,-111.3027,1,Funcional
1572,30,0,13.2542,1,Problema encontrado
1573,-2,1,130.2674,0,Disfuncional
1574,30,1,-36.8784,1,Funcional
1575,-2,0,-33.6493,0,Disfuncional
1576,-2,0,-97.306,1,Disfuncional
1577,20,1,148.2482,0,Problema encontrado
1578,1,0,24.8586,1,Problema encontrado
1579,1,0,-65.4199,1,Problema encontrado
1580,-2,1,86.097,0,Disfuncional
1581,0,0,24.4121,1,Funcional
1582,20,0,92.6619,0,Problema encontrado
1583,0,0,48.218,0,Funcional
1584,30,0,118.5896,0,Problema encontrado
1585,-2,0,-120.3753,0,Disfuncional
1586,0,1,-43.5213,1,Funcional
1587,0,1,-44.2718,0,Funcional
1588,0,1,-41.4488,0,Funcional
1589,1,3,27.441,0,Funcional
1590,1,0,-17.2852,1,Problema encontrado
1591,1,1,-93.3169,0,Funcional
1592,-2,0,-39.5325,1,Disfuncional
1593,30,1,100.5843,0,Problema encontrado
1594,1,0,30.5682,1,Problema encontrado
1595,1,1,82.9947,1,Funcional
1596,20,3,24.6797,0,Funcional
1597,20,1,-77.4849,0,Funcional
1598,1,1,133.448,0,Problema encontrado
1599,1,0,-77.7551,1,Problema encontrado
1600,1,3,48.3699,1,Funcional
1601,-2,1,38.082,1,Disfuncional
1602,1,0,43.2574,0,Problema encontrado
1603,30,0,118.3782,1,Problema encontrado
1604,30,0,45.9067,1,Problema encontrado
1605,30,1,106.5214,0,Problema encontrado
1606,20,1,9.0261,0,Funcional
1607,-2,1,-4.3676,0,Disfuncional
1608,20,0,10.5376,0,Problema encontrado
1609,-2,1,-113.23,1,Disfuncional
1610,1,1,125.7437,0,Problema encontrado
1611,1,3,24.0925,1,Funcional
1612,20,0,-81.3553,0,Problema encontrado
1613,0,1,147.1611,1,Problema encontrado
1614,0,0,-28.512,0,Funcional
1615,-2,0,75.8402,0,Disfuncional
1616,-2,1,-37.3072,0,Disfuncional
1617,0,0,108.9315,1,Problema encontrado
1618,-2,1,-118.6061,1,Disfuncional
1619,30,0,-53.345,1,Problema encontrado
1620,30,0,-99.7417,1,Problema encontrado
1621,30,0,17.8545,1,Problema encontrado
1622,-2,1,-80.455,1,Disfuncional
1623,20,1,-69.7686,0,Funcional
1624,20,1,-6.8754,0,Funcional
1625,0,1,-95.6344,0,Funcional
1626,30,0,62.1759,1,Problema encontrado
1627,20,0,137.8909,1,Problema encontrado
1628,30,0,34.0097,0,Problema encontrado
1629,0,1,66.8008,0,Funcional
1630,20,1,141.4314,0,Problema encontrado
1631,1,1,17.4821,1,Funcional
1632,0,0,51.0342,1,Funcional
1633,20,1,-81.3267,0,Funcional
1634,-2,1,69.4139,0,Disfuncional
1635,-2,0,-17.243,0,Disfuncional
1636,0,0,-35.8904,0,Funcional
1637,20,0,-51.8632,1,Problema encontrado
1638,30,1,-18.779,0,Funcional
1639,0,0,-68.8414,0,Funcional
1640,20,1,18.4482,0,Funcional
1641,30,0,-100.9061,1,Problema encontrado
1642,20,0,67.355,1,Problema encontrado
1643,30,0,103.1396,1,Problema encontrado
1644,30,1,11.8856,0,Funcional
1645,1,1,-43.3853,1,Funcional
1646,-2,0,86.6334,0,Disfuncional
1647,20,0,140.7838,0,Problema encontrado
1648,1,0,112.8214,1,Problema encontrado
1649,1,0,90.8944,0,Problema encontrado
1650,-2,0,67.2255,1,Disfuncional
1651,30,1,93.6311,1,Problema encontrado
1652,20,1,86.7777,1,Funcional
1653,0,0,-119.6562,1,Funcional
1654,20,0,21.3687,0,Problema encontrado
1655,1,1,-77.4231,1,Funcional
1656,30,1,50.7966,1,Funcional
1657,-2,0,61.3022,1,Disfuncional
1658,20,0,-123.6833,1,Problema encontrado
1659,0,1,-93.47,0,Funcional
1660,30,0,28.5266,1,Problema encontrado
1661,20,0,58.3109,1,Problema encontrado
1662,-2,1,-63.6731,0,Disfuncional
1663,20,0,-109.1907,0,Problema encontrado
1664,1,0,91.3081,0,Problema encontrado
1665,1,1,-109.8412,1,Funcional
1666,1,0,-123.7405,0,Problema encontrado
1667,0,1,148.1457,0,Problema encontrado
1668,0,0,-75.9301,0,Funcional
1669,-2,0,-126.01,1,Disfuncional
1670,20,0,-81.5898,0,Problema encontrado
1671,0,0,31.2439,1,Funcional
1672,0,1,90.4911,1,Problema encontrado
1673,0,1,-28.3872,1,Funcional
1674,1,1,-26.2171,0,Funcional
1675,20,0,-25.5804,1,Problema encontrado
1676,20,1,141.1342,1,Problema encontrado
1677,1,0,-2.2699,1,Problema encontrado
1678,0,0,102.518,1,Problema encontrado
1679,0,1,-119.4654,0,Funcional
1680,-2,0,39.7301,1,Disfuncional
1681,20,1,-40.4846,0,Funcional
1682,0,1,128.5742,1,Problema encontrado
1683,0,0,-0.1756,1,Funcional
1684,0,1,19.6156,1,Funcional
1685,0,1,-18.7977,0,Funcional
1686,0,0,144.0353,1,Problema encontrado
1687,20,1,37.0702,0,Funcional
1688,0,1,-67.5502,0,Funcional
1689,30,0,-83.8206,1,Problema encontrado
1690,1,1,-125.7432,0,Disfuncional
1691,1,1,66.894,0,Funcional
1692,0,1,106.5952,0,Problema encontrado
1693,-2,1,50.1385,0,Disfuncional
1694,0,1,147.9959,1,Problema encontrado
1695,-2,0,5.0779,1,Disfuncional
1696,-2,1,-5.2745,0,Disfuncional
1697,1,3,27.5634,0,Funcional
1698,1,1,120.136,1,Problema encontrado
1699,-2,0,-66.2836,1,Disfuncional
1700,20,0,87.3008,1,Problema encontrado
1701,20,0,-68.3139,1,Problema encontrado
1702,30,0,113.5192,1,Problema encontrado
1703,0,1,105.7928,1,Problema encontrado
1704,1,0,136.9677,0,Problema encontrado
1705,1,1,-100.2528,1,Funcional
1706,0,0,-97.3833,1,Funcional
1707,20,1,-23.4191,0,Funcional
1708,-2,1,-79.809,1,Disfuncional
1709,20,0,-101.8765,1,Problema encontrado
1710,-2,0,75.5788,1,Disfuncional
1711,0,0,-57.8591,0,Funcional
1712,0,0,-104.0095,1,Funcional
1713,30,1,137.8585,1,Problema encontrado
1714,0,0,85.4856,0,Funcional
1715,0,0,46.439,0,Funcional
1716,0,0,-5.7642,1,Funcional
1717,1,0,87.6509,0,Problema encontrado
1718,30,1,-67.8184,1,Funcional
1719,-2,0,101.5253,0,Disfuncional
1720,30,0,21.0402,0,Problema encontrado
1721,20,0,131.1804,0,Problema encontrado
1722,30,1,-36.8745,1,Funcional
1723,1,1,-78.5228,1,Funcional
1724,0,3,20.121,0,Funcional
1725,30,0,-114.7555,1,Problema encontrado
1726,20,1,-67.9193,0,Funcional
1727,-2,1,-103.1203,0,Disfuncional
1728,0,1,-116.5607,1,Funcional
1729,-2,1,94.0959,0,Disfuncional
1730,0,0,-56.4034,0,Funcional
1731,30,0,74.2599,0,Problema encontrado
1732,1,1,9.4112,1,Funcional
1733,20,3,48.2748,1,Funcional
1734,30,0,-114.0156,1,Problema encontrado
1735,20,0,-88.2441,0,Problema encontrado
1736,30,1,-3.8127,0,Funcional
1737,0,1,-101.2829,1,Funcional
1738,30,0,43.4956,1,Problema encontrado
1739,1,1,-31.5892,1,Funcional
1740,30,0,141.8309,0,Problema encontrado
1741,-2,0,56.5994,1,Disfuncional
1742,30,1,-85.6679,0,Funcional
1743,1,0,-126.8635,1,Disfuncional
1744,-2,0,-122.8824,1,Disfuncional
1745,0,0,99.0936,0,Problema encontrado
1746,0,0,-91.1203,1,Funcional
1747,20,0,-37.5182,1,Problema encontrado
1748,0,1,-116.9547,0,Funcional
1749,30,0,107.6621,1,Problema encontrado
1750,0,0,52.7995,0,Funcional
1751,-2,0,142.0819,0,Disfuncional
1752,1,1,85.4422,1,Funcional
1753,0,1,-96.7392,1,Funcional
1754,1,0,-66.659,1,Problema encontrado
1755,20,0,95.9396,1,Problema encontrado
1756,0,1,-112.473,1,Funcional
1757,20,1,-96.3912,1,Funcional
1758,20,1,144.2345,1,Problema encontrado
1759,1,1,-43.0311,0,Funcional
1760,-2,1,15.8014,1,Disfuncional
1761,20,0,0.6068,1,Problema encontrado
1762,0,0,15.2512,1,Funcional
1763,20,0,-52.212,0,Problema encontrado
1764,20,1,83.5615,1,Funcional
1765,20,1,57.9333,0,Funcional
1766,1,1,56.2784,0,Funcional
1767,0,3,48.329,1,Funcional
1768,0,1,-71.1013,0,Funcional
1769,1,1,83.6793,1,Funcional
1770,30,1,-34.1968,1,Funcional
1771,0,1,-85.4127,0,Funcional
1772,0,0,73.1427,0,Funcional
1773,-2,1,-1.7896,0,Disfuncional
1774,0,0,-62.8353,1,Funcional
1775,-2,1,-85.4106,1,Disfuncional
1776,30,0,-109.1189,0,Problema encontrado
1777,30,0,-109.6724,0,Problema encontrado
1778,-2,1,125.7905,1,Disfuncional
1779,0,1,-44.0119,0,Funcional
1780,20,0,-21.1749,0,Problema encontrado
1781,1,0,105.8567,0,Problema encontrado
1782,-2,1,140.4254,1,Disfuncional
1783,1,1,-57.1751,1,Funcional
1784,1,0,92.4753,1,Problema encontrado
1785,20,1,-67.2313,0,Funcional
1786,0,0,66.1889,0,Funcional
1787,30,1,58.535,0,Funcional
1788,0,1,-96.3556,0,Funcional
1789,30,1,38.6323,1,Funcional
1790,1,0,81.4536,0,Problema encontrado
1791,1,0,-51.2628,0,Problema encontrado
1792,30,0,132.9699,1,Problema encontrado
1793,-2,1,-1.5455,0,Disfuncional
1794,20,0,-67.0728,1,Problema encontrado
1795,30,1,72.4586,1,Funcional
1796,20,0,-43.2566,0,Problema encontrado
1797,-2,0,101.3256,0,Disfuncional
1798,30,1,-1.766,1,Funcional
1799,30,1,7.9874,1,Funcional
1800,20,0,-125.1725,1,Disfuncional
1801,20,1,81.044,1,Funcional
1802,-2,0,117.2698,0,Disfuncional
1803,30,0,-48.1124,1,Problema encontrado
1804,20,1,-39.3876,0,Funcional
1805,1,0,-46.8923,1,Problema encontrado
1806,0,1,-87.5106,0,Funcional
1807,0,0,-24.2728,1,Funcional
1808,-2,1,82.1744,0,Disfuncional
1809,1,0,142.5353,1,Problema encontrado
1810,30,0,52.785,0,Problema encontrado
1811,-2,0,116.8185,1,Disfuncional
1812,0,0,45.3695,0,Funcional
1813,1,1,-28.4605,0,Funcional
1814,0,1,-31.8097,0,Funcional
1815,20,0,72.6178,1,Problema encontrado
1816,1,3,49.0334,1,Funcional
1817,20,0,95.0671,0,Problema encontrado
1818,20,1,36.0183,1,Funcional
1819,0,0,38.6448,0,Funcional
1820,1,0,-51.7225,0,Problema encontrado
1821,20,0,8.1708,0,Problema encontrado
1822,1,1,120.8163,1,Problema encontrado
1823,0,0,142.8561,1,Problema encontrado
1824,0,0,57.6487,1,Funcional
1825,-2,0,124.4803,1,Disfuncional
1826,0,0,92.0039,1,Problema encontrado
1827,30,0,100.9187,0,Problema encontrado
1828,-2,1,-95.6622,0,Disfuncional
1829,0,1,76.6133,0,Funcional
1830,20,1,-1.4392,1,Funcional
1831,-2,0,-5.1014,1,Disfuncional
1832,0,0,-19.8461,1,Funcional
1833,1,1,53.4836,0,Funcional
1834,20,1,-83.8437,0,Funcional
1835,20,0,126.2157,0,Problema encontrado
1836,0,1,115.1852,1,Problema encontrado
1837,-2,0,-30.271,0,Disfuncional
1838,30,0,58.3013,1,Problema encontrado
1839,-2,1,82.6638,0,Disfuncional
1840,30,1,73.3985,0,Funcional
1841,0,1,86.6651,1,Funcional
1842,30,1,-74.3243,0,Funcional
1843,-2,0,38.6041,1,Disfuncional
1844,20,0,59.9326,0,Problema encontrado
1845,30,1,66.1662,0,Funcional
1846,30,1,-126.2566,0,Disfuncional
1847,-2,0,-103.7567,0,Disfuncional
1848,-2,0,-6.4208,0,Disfuncional
1849,1,1,-36.9624,0,Funcional
1850,0,0,95.5926,1,Problema encontrado
1851,20,1,97.4492,0,Problema encontrado
1852,0,1,73.0128,1,Funcional
1853,30,0,144.259,1,Problema encontrado
1854,20,0,92.7969,0,Problema encontrado
1855,0,1,67.8698,1,Funcional
1856,20,0,-67.9339,0,Problema encontrado
1857,30,1,9.9348,0,Funcional
1858,-2,1,-106.5596,0,Disfuncional
1859,-2,0,-102.6114,0,Disfuncional
1860,30,0,40.4738,0,Problema encontrado
1861,30,3,25.9239,1,Funcional
1862,30,0,49.4957,1,Problema encontrado
1863,30,1,-118.7861,1,Funcional
1864,0,0,-122.3815,0,Funcional
1865,20,0,-20.1026,0,Problema encontrado
1866,0,0,142.3787,0,Problema encontrado
1867,1,1,-93.951,1,Funcional
1868,30,0,3.3635,1,Problema encontrado
1869,1,0,109.8482,1,Problema encontrado
1870,30,1,71.9571,0,Funcional
1871,-2,0,-38.5672,0,Disfuncional
1872,20,1,112.1372,1,Problema encontrado
1873,0,1,127.5566,0,Problema encontrado
1874,20,1,-25.1065,1,Funcional
1875,1,1,-19.4022,0,Funcional
1876,30,0,-0.5371,1,Problema encontrado
1877,20,1,-18.4802,1,Funcional
1878,-2,0,-122.7826,1,Disfuncional
1879,-2,0,-42.5436,1,Disfuncional
1880,30,1,38.7319,1,Funcional
1881,30,1,79.1458,0,Funcional
1882,1,1,99.1111,1,Problema encontrado
1883,30,1,94.7636,1,Problema encontrado
1884,30,0,-125.8609,1,Disfuncional
1885,0,0,78.0812,0,Funcional
1886,-2,1,83.4042,0,Disfuncional
1887,30,1,80.822,0,Funcional
1888,30,0,-122.4362,0,Problema encontrado
1889,-2,1,14.9131,0,Disfuncional
1890,1,1,142.3372,1,Problema encontrado
1891,0,0,-118.4689,0,Funcional
1892,30,0,-20.8006,1,Problema encontrado
1893,0,1,-79.9044,0,Funcional
1894,30,0,1.1011,1,Problema encontrado
1895,-2,1,144.6585,1,Disfuncional
1896,30,0,13.1304,1,Problema encontrado
1897,30,1,6.0222,1,Funcional
1898,30,0,45.0071,1,Problema encontrado
1899,0,1,55.0813,0,Funcional
1900,20,0,-98.1511,0,Problema encontrado
1901,30,0,-80.0206,0,Problema encontrado
1902,20,0,12.4109,0,Problema encontrado
1903,-2,3,43.1517,0,Disfuncional
1904,30,0,-35.6052,0,Problema encontrado
1905,20,1,-20.4586,0,Funcional
1906,-2,0,13.6095,1,Disfuncional
1907,-2,0,-5.5492,0,Disfuncional
1908,1,3,20.1074,0,Funcional
1909,20,0,-16.0134,1,Problema encontrado
1910,-2,0,-113.9027,0,Disfuncional
1911,0,0,25.7837,1,Funcional
1912,20,1,51.9449,0,Funcional
1913,30,1,120.3,1,Problema encontrado
1914,30,0,96.4772,1,Problema encontrado
1915,30,1,-95.9999,0,Funcional
1916,20,0,-78.3469,1,Problema encontrado
1917,1,0,70.9015,1,Problema encontrado
1918,-2,1,75.0541,0,Disfuncional
1919,-2,0,128.6725,0,Disfuncional
1920,0,1,107.173,0,Problema encontrado
1921,30,0,-93.6747,1,Problema encontrado
1922,1,1,-56.4804,0,Funcional
1923,1,1,-55.2043,1,Funcional
1924,20,1,94.0776,1,Problema encontrado
1925,1,3,21.1832,0,Funcional
1926,30,1,-64.5788,0,Funcional
1927,20,1,-63.7889,0,Funcional
1928,30,1,-23.0786,0,Funcional
1929,-2,3,40.0794,0,Disfuncional
1930,1,0,-69.5308,0,Problema encontrado
1931,1,1,50.9072,1,Funcional
1932,20,1,-76.403,0,Funcional
1933,0,0,1.2762,1,Funcional
1934,1,0,-18.3833,0,Problema encontrado
1935,-2,1,-73.2018,1,Disfuncional
1936,0,0,126.8189,0,Problema encontrado
1937,20,1,101.8539,1,Problema encontrado
1938,20,1,116.1118,0,Problema encontrado
1939,20,1,106.338,1,Problema encontrado
1940,30,0,143.1628,0,Problema encontrado
1941,20,1,-82.3345,1,Funcional
1942,1,0,-115.1217,0,Problema encontrado
1943,1,1,31.9659,0,Funcional
1944,1,0,-14.5397,0,Problema encontrado
1945,20,1,55.3002,0,Funcional
1946,20,0,105.8313,1,Problema encontrado
1947,30,0,-78.4476,1,Problema encontrado
1948,0,1,6.5542,1,Funcional
1949,0,1,-14.4712,1,Funcional
1950,30,1,129.9372,0,Problema encontrado
1951,-2,1,68.2807,0,Disfuncional
1952,30,3,41.0125,1,Funcional
1953,20,0,-109.4793,1,Problema encontrado
1954,20,0,16.1878,1,Problema encontrado
1955,0,0,10.4881,0,Funcional
1956,1,1,-27.6621,0,Funcional
1957,30,0,129.1592,1,Problema encontrado
1958,0,0,-36.8435,0,Funcional
1959,-2,1,-52.5935,0,Disfuncional
1960,30,0,7.5752,0,Problema encontrado
1961,0,0,-79.2021,0,Funcional
1962,30,0,85.4961,0,Problema encontrado
1963,1,0,-13.7844,0,Problema encontrado
1964,0,0,-41.558,1,Funcional
1965,20,0,103.6457,1,Problema encontrado
1966,1,0,23.2169,0,Problema encontrado
1967,0,1,-62.799,0,Funcional
1968,1,0,11.5239,0,Problema encontrado
1969,0,0,93.2035,1,Problema encontrado
1970,20,1,-102.8635,1,Funcional
1971,20,1,-106.4923,0,Funcional
1972,30,0,44.36,1,Problema encontrado
1973,30,0,15.6587,0,Problema encontrado
1974,20,1,-7.9677,0,Funcional
1975,1,1,132.1702,0,Problema encontrado
1976,30,1,-83.9758,0,Funcional
1977,0,0,-89.7569,1,Funcional
1978,-2,0,-119.2781,0,Disfuncional
1979,0,1,-115.9309,0,Funcional
1980,20,0,44.0066,0,Problema encontrado
1981,30,1,123.1045,1,Problema encontrado
1982,1,0,100.2418,0,Problema encontrado
1983,30,1,-61.9744,1,Funcional
1984,0,0,82.6419,0,Funcional
1985,1,0,92.5758,0,Problema encontrado
1986,1,1,123.7854,1,Problema encontrado
1987,0,1,-61.7011,0,Funcional
1988,0,0,-76.1838,0,Funcional
1989,30,1,105.5791,0,Problema encontrado
1990,0,0,-38.9244,0,Funcional
1991,30,1,16.5937,0,Funcional
1992,-2,0,-17.9151,0,Disfuncional
1993,20,1,-46.3653,0,Funcional
1994,1,0,121.5089,0,Problema encontrado
1995,0,1,-24.253,1,Funcional
1996,30,0,-61.3215,1,Problema encontrado
1997,0,1,94.5923,0,Problema encontrado
1998,20,1,122.3205,1,Problema encontrado
1999,1,0,20.0045,1,Problema encontrado
2000,30,0,-72.5703,0,Problema encontrado
2001,0,1,-79.8562,0,Funcional
2002,1,1,-72.2722,1,Funcional
2003,20,1,-16.3476,1,Funcional
2004,20,0,-122.6142,1,Problema encontrado
2005,-2,1,-67.8062,0,Disfuncional
2006,1,1,147.9753,1,Problema encontrado
2007,1,1,-86.7575,0,Funcional
2008,20,1,32.2403,0,Funcional
2009,-2,0,121.5593,0,Disfuncional
2010,20,3,48.9461,1,Funcional
2011,1,1,82.6908,0,Funcional
2012,20,0,0.5384,0,Problema encontrado
2013,30,1,-107.5461,1,Funcional
2014,0,1,84.4368,1,Funcional
2015,30,1,-6.8061,0,Funcional
2016,30,1,-104.0274,0,Funcional
2017,-2,1,93.3623,1,Disfuncional
2018,0,0,-65.9089,1,Funcional
2019,20,1,-1.9031,0,Funcional
2020,20,1,-92.7191,1,Funcional
2021,1,0,28.0506,1,Problema encontrado
2022,1,0,119.1771,0,Problema encontrado
2023,1,0,-41.4942,0,Problema encontrado
2024,20,1,119.1318,1,Problema encontrado
2025,0,0,37.6935,0,Funcional
2026,-2,0,147.8234,1,Disfuncional
2027,0,1,3.7409,0,Funcional
